user,tweets
SaidAdhon,"Uang dalam keadaan di buntel jadi satu ,  bukan di tumpuk perlembar ,  jadi kalo ilang satu yaa ilang semua . 

tapi ane tetep berfikir positif kalo duitnya jatuh karna kelalaian ane balik dalam keadaan ngebut ."
SaidAdhon,"Di hitung lah duit tadi di kosan ,  di app 178 dgn biaya beli akua 168 ongkirnya 10rb . Pas di hitung  taraaaa 135rb :)"
SaidAdhon,"sampe hotel di tuju karna prosedur hotel di bawa tuh dari pinggir jalan ke lobi ,  dalam keadaan pake mantel harus bolak balik 2X"
SaidAdhon,"di minta utk ganti warung lain keberatan ,  alhasil tetep bawa itu 48 botol , total ada 5 plastik besar di bawa . Tangan kiri megang 1 plastik sisanya taruh depan motor desek desekan"
SaidAdhon,"@DriverGojekPro @CeritaTranspOL dalam keadaan hujan lebat tengah malem dpt orderan go mart , bawa akua total 48 botol tanggung dengan plastik pake motor ke salah satu hotel ternama di jogja ."
maulidyapy,FOLLOWER @CeritaTranspOL YANG BAWA HELM GOJEK TOLONG NGAKU !!!
CeritaTranspOL,Go -Pay -udara . Dem autokorek .
Uaiaai29,"@CeritaTranspOL pantesan kaya liat dimana , ternyata aktor kawakan ."
FNSYH,Kasian abang ojeknya atulah kalo nganter sampe jam 2 subuh  @gojekindonesia @CeritaTranspOL
yonpurba,Daripada kebawa mending begini deh terutama yang suka buru2
CeritaTranspOL,Sip nich !
anwaarfauzi,"Jarak 19 km ditempuh hanya dengan 5 detik , alias si bapaknya lupa tekan mulai trip . @CeritaTranspOL"
ilhamxfarid,"5x kena order fiktif alhasil performa cuma segitu 
cc @DriverGojekPro @CeritaTranspOL"
dinikopi,"GUE JUGA PERNAH BAWA HELM GRAB 

Ga sengaja beneran lupa . Pas inget , abangnya udah pergi dan ga bisa dihubungi karena kontak no telp abangnya ga ada di history @CeritaTranspOL"
CeritaTranspOL,TOLONG NGAKU DONG !
CeritaTranspOL,Mimin membaca reaksi netizen ..
Uaiaai29,"Pernah di katain alat vital sama driver gara -gara ga di kasih tip terus ngadu ke cust kelakuannya , cuma hitungan detik manager ojol nelp minta maaf dan driver di ancem pecat tapi gue bilang jangan kasih peringatan aja , kasian tapi kurang ajar ."
ViaKez,Ebusett galak amat sik ini penumpang .. kasian ya yang jadi drivel ojol ~ ditanya di mana aja judes bener .. pake acara dicapture segala lagi .. ini pasti dikasi bintangnya juga jelek .. mending dibatalin aja dr awal ini mah ..
minato008,@CeritaTranspOL kalo ujan panen nih min
MikanDoang,"Ketika hujan , macet , udah malem , angkot udah jarang , apps ojol sebelah error , pake uber sampe sejam ga ada yang  up , batre hp abis , lalu akhirnya ada yg  up meski jauh .... :"") @CeritaTranspOL"
febry_hr,"@CeritaTranspOL kudunya bayar 57 .500 krn dpt promo , tp tetep pas sampe tujuan dimintain uang 72 .500 . Enaknya dikasih bintang berapa ?"
arwinrsuhanda,"Drivernya nyoba ramah walau ga seramah pramugari , ridernya judes dan 2x nyangkain drivernya ga mau ngambil . Kalo gw jadi drivernya , gw ss , gw cancel , gw upload dgn caption ""rider uber kok gini gini amat yak sekarang ? Udah pada gak niat ngorder nih ?"" abis itu berharap viral deh"
Vin_Madja,"Teman naik ojol dari rumah ke kantor . Driver meneror by chat dgn kata kata cabul . Kalau dilaporin , teman saya agak ragu dgn pertimbangan driver sudah tahu rumahnya . Ada yg bisa kasih saran bagaimana cara melaporkan driver tp teman saya juga terjamin keamanannya ?
@CeritaTranspOL"
genta_langit,"Ketika lu mau ngechat bapak Grab tapi sambil ngechat pacar juga , hampir aja itu bapak Grab lu panggil ""sayang "" :( @CeritaTranspOL"
Uaiaai29,"@CeritaTranspOL tadi ujan lapar , eh ada mie ayam .
 : bang satu ya .
 : siap .
Dalem hati *gile abangnya keren nyambi .
Tetiba ada driver gojek mondar -mandir kaya nyari apa gitu . Lalu ...
 : bang helm saya , saya nyariin .
 : eh iya maap , minjem bentar .
LAH  su 'udzon gue tadi ."
ferdyfir,"TL cempaka mas hujan lebat & macet . Blm keliatan ada petugas . Alhamdulillah ada ojek online yg bantu atur lalin hujan2an . Trims , semoga Allah catat amal baiknya @RadioElshinta @TMCPoldaMetro"
Vin_Madja,Ada yg diturunin di jalan tol tengah malam kemarin nih @CeritaTranspOL
shantybiaunilla,"Tadi pagi pesen @Uber_IDN dan dapet drivernya agak jauh , setelah nunggu 40 menit ga sampe2 . Terpaksa cancel orderan , dan balesan si ibu driver ini bikin haru  @CeritaTranspOL"
arierizka,"@CeritaTranspOL saldo gopaynya ga seberapa , tapi bisa bikin orang lain senengnya itu priceless banget sih :)"
mdtrsw,@CeritaTranspOL hampir kena scam hahaha
diterpatopan,Gausah pake auto bid bos alesan klasik @CeritaTranspOL
IamYogas,"Cc @CeritaTranspOL ,kejadian di Indomaret medaeng Sidoarjo . Ban ojol /taxol dikempesin preman setempat ."
pengendarabesi,"baru lagi nih , apakah berhasil ? syarat2 jadi drivernya ....   @CeritaTranspOL"
Vin_Madja,"Wah , kemarin juga order GoFood , ada yg ambil orderan tapi nama dan no orderan blank . Drivernya tlp konfirmasi order jadi mikirnya oke aja . Pesanan selesai dengan selamat tanpa ada tlp berbau penipuan gitu sih .

Apa mungkin kemarin ada yg hack @gojekindonesia ?
cc @CeritaTranspOL"
noediyan,"Kepada aplikator @Uber_IDN @GrabID @gojekindonesia Mohon lindungi para mitra kalian , aset kalian , dengan perlindungan terbaik dari para penjahat yang menggunakan aplikasi penumpang .
Yth @DivHumasPolri , Mohon penanganan persekusi / bullying pada app online di daerah lain . thx"
noediyan,"Kepada Yth @gojekindonesia mohon berikan para driver anda asuransi , mengingat keluarga yang ditinggalkan akan membutuhkan nafkah sang suami yang terputus . 
Kepada Yth @BudiKaryaS inilah pentingnya aplikasi online , bisa dilacak siapa yang pesan ? dimana ? kemana ?
Terima kasih (1 )"
bismakarisma,Dikasih kado lebih cepet sama orang baik . Semangat bekerja dan berbuat baik selalu mas !
jgnbnykbacot,"Mami : <e2><80><9c>Ce , pake uber Mami aja lg ada promo <e2><80><9d>
Q : <e2><80><9c>Wah iya murah jadi 2k <e2><80><9d>
M : <e2><80><9c>Iya tapi ntar kasihnya 10k ya <e2><80><9d>
Q : <e2><80><9c>Lah kan udah promo ?<e2><80><9d>
M : <e2><80><9c>Kita kan gak tau susahnya dia nyari uang <e2><80><9d> 

Gemes juga sih ngapain pake promo . Tp my mother has the purest heart  @CeritaTranspOL"
akubeny,"Anak opname , ambil brg di rmh bpknya ojol rela nungguin mertua dtg sama mau anterin brg ke kmr opname nya anak di lt . 6 lagi . Plus di doain sma bpknya 
Thx pak , semoga bapak diberikan banyak rejeki dan kelancaran dlm bekerja Allah SWT @CeritaTranspOL"
CeritaTranspOL,"Sudah beraktivitas dan mencari rejeki ? Jangan lupa bersyukur ya .. :<e2><80><9d>)

(Pic via @edwardsuhadi )"
CeritaTranspOL,Fake chat .
CeritaTranspOL,Wah aplikasi semacam apa tuh ? Hmmm ..
yourgirlfarah,bacanya sambil nyanyi
CeritaTranspOL,Pelanggan kakak itu kelewat cerdas . Ditambah mabok kecubung .
CeritaTranspOL,"Iya , itu ..anu .."
maulidyapy,aku phobia ketinggian padahal @CeritaTranspOL
CHOCHOKEKE,"@CeritaTranspOL 
Jemput abangnya g pake jaket n helm ojol , motor juga plat beda , trs dy cerita belum lama motor , helm , hape , jaket di begal ....sampai trauma g narik sebulanan ....sabar ya mas semoga masalah cepat selesai , rezeki tambah . Amin"
shofikutul,"*menunggu gojek
 *kang ojek menghampiri di depan persis
 *langsung naik
 ""tujuan ke xxx kan ?""
 ""oh bukan ""
 ""mas xxx bukan ?""
 ""oh bukan saya yyy , pesan gojek ke xxx ""
 ""wah mas , bahkan saya grab lho bukan gojek . Saya balikin ke tempat awal ya ""
 ........ Oke"
CeritaTranspOL,Dari Star Wars kak ..
CeritaTranspOL,"Barisan puisi ini
Adalah yang aku punya
Mungkin akan kau lupakan
Atau untuk ........"
Suparnojumar,"Gila ! Mitra UberX @Uber_IDN  membuat tagihan perjalanan jadi bengkak . 
c .c @YLKI_ID @Dishubtrans_DKI @CeritaTranspOL
@RadioElshinta  Sdh dilaporkan ke Uber ,  tapi dgn alasan lebih 3x24jam tak dpt diproses . Ada yg bisa bantu ? 

#TransportasiOnline
#MitraUberNakal"
deasafilaa,"@CeritaTranspOL min , just share yaa . Biar lebih hati2 lg untuk yg lain . Hampir aja untung engeh duluan"
gumilangalmas,Sekali -sekali lah naik Toyota BMW @CeritaTranspOL
CeritaTranspOL,"Eee ...anu , itu bukan ...anu ..."
sariebut,@CeritaTranspOL di malang masih belum sekondusif jogja yaa
keinesasih,"Alkisah mendapat abang gojek yang sama -sama awkward .

 *sampai di tujuan *

 ""Makas <e2><80><94>""
 ""...""
 ""Mak <e2><80><94>"" |  ""M <e2><80><94>""
 ""..."" 
 ""Sama -s <e2><80><94>""
 *ngasih helm * ""Hehe xvsgasbga ""
 *terima helm * ""Eheheh dgwhsvgsb """
TwitterID,Sudah hadir juga mas @addiems serta mimin @infosuporter @CeritaTranspOL di acara #RameDiTwitter hari ini .
OddieGETAH,@addiems @CeritaTranspOL dan @infosuporter ngobrol2 di #RameDiTwitter dengan moderator @St_agustaf
CeritaTranspOL,Bikin polling aja apa ya ?
CeritaTranspOL,"Ngobrol -ngobrol sama @St_agustaf , Mas @addiems dan mimin @infosuporter . #RameDiTwitter"
OddieGETAH,@St_agustaf membuka acara #RameDiTwitter pagi ini ! Akan ada obrolan seru dari @addiems @CeritaTranspOL dan @infosuporter
CeritaTranspOL,Kami akan share tentang perjalanan akun ini pada event #RameDiTwitter sebentar lagi .
chaesanchann,Kalo kayak gini harus kasih bintang berapa ?di abangnya uda akhirin perjalanan tapi  saya sama sekali belum naik @CeritaTranspOL
chaesanchann,Setelah saya pikir2 lagi saya mau kasih  bintang 5 aja gapapa walau ga di  up tapi pas mau kasih malah gini karna sempet di close app nya .maaf ya mas /pak :((
4riy0,Yup .. Saya pribadi sebagai driver lebih suka penumpangnya duduk didepan klo cuma sendiri .  Ngobrol juga lebih enak . Nawarin permen juga lebih enak klo penumpangnya disamping . Klo penumpang butuh tissue bisa langsung ambil sendiri karena saya taro kotak tissue di visor .
rhanierahayu,Tiap naik taksi online selalu duduk depan dan ngajak ngobrol sopirnya walaupun sekedar basa -basi .. Sering malah mereka nawarin buat dianter balik lagi kalo cuma sebentar urusannya ~
CeritaTranspOL,"Wah iya , gak ada opsi <e2><80><9c>food <e2><80><9d>.

Teman -teman pengguna dan driver Grab ada yang bisa bantu jawab ?"
fasabimuhammad,"Solusi lain , ajak ngobrol drivernya . Saya dulu berapa kali naek walaupun pake cc tetep dibintang 5 sama drivernya krn saya akrabin ajak ngobrol , jadi ga bosen selama perjalanan .  Ohiya duduk depan juga sepertinya pengaruh , kesannya lebih menghargai mereka ."
CeritaTranspOL,Info lain yang bisa kamu share :
CeritaTranspOL,Sampai ketemu besok ya kak min ! :)
CeritaTranspOL,Lewatin Kenya bisa nitip oleh -oleh gak ?
Uaiaai29,"Dulu cerita tentang ojol -ojolan ke akun @CeritaTranspOL eh di RT sampe masuk line today . Tetiba ada akun ojol KW di IG . Kaget ada cerita gue tanpa izin , tegor dong , eh ilang cerita gue , cerita lain di kasih watermark . Eh nongol lagi nih @CeritaTranspOL setelah vacum gara -gara KW ."
kikoadh,"Iya , klik aja tripnya , trs pilih <e2><80><9c>i would like a refund <e2><80><9d>, <e2><80><9c>i was overcharged <e2><80><9d>, trs jelasin aja harusnya bayar brp dan kenanya jadi brp , nanti dibales via email .."
kurniaven,"Waaahhhh ... Gara2 nih akun , cerita gue jadi viral"
rizkyrrs,"@CeritaTranspOL pernah lagi itu gua naik grabbike kira2 kena 17 ribu terus sengaja gua kasih tip 5 ribu karna jarak lumayan jauh . Pas turun gua buru2 kabur tutup pintu rumah , eh ga lama abang drivernya ngetok pintu rumah ngasih kembalian dong"
Driver2292,"Saya selalu senyum ketika dpt credit . Justru berterima kasih .
Karena kalau cash susah .... Gk bisa disimpan . Langsung bwat belanja ke pasar sama mamih .... Wkwkwk"
Driver2292,"Buanyak bang . Di Uber yg paling top diatas 1000 trip saya pernah lihat rating driver 4 .92
Di grab rating driver 4 .98 tuh buanyak .
Di go -car saya Baru merintis ...."
kikoadh,"Udah 3x naik uber bayar pakai cash , pas udh smp tujuan tarif yg dikenakan lbh mahal dr saat book awal . Jd bingung sbnrnya ini fixed fare /bukan . Tiap komplain ke uber lsg direspon dan dibalikin selisihnya ke saldo uber . Tp udh 3x kayak gini . Jujur , mengecewakan . @CeritaTranspOL"
CeritaTranspOL,Pantau timeline kami besok ya ! Akan ada sesuatu tentang perjalanan akun ini . ;)
bajoeangin,"naik grabbike total bayar 5k ,pakai kode promo cuma 1k . pakai promo aja dan sampe rumah mau dikasih 5k biar dapet uang dobel gitu maksudnya . 
pas sampe rumah ijin mau ambil uang dulu ,pas balik abang grabnya udah pergi . salahku apa  @CeritaTranspOL"
Driver2292,@CeritaTranspOL driver yang gak pernah cancel dan ambil semua trip .
StalkingStalkr,"@CeritaTranspOL Kemarin lusa diminta Cancel sm driver GrabCar , tapi tetep dianter ke tujuan . Alasannya biar si driver dapet tarif full . Sempet ragu , tapi kepept waktu akhirnya jalan juga"
bayuresa,@CeritaTranspOL nih min . Kadang sedih kalo ada yg main2 gini . Becandanya gak asik . Sengaja nama gak sa sensor sih .
AlvaroGazelle,Raja kok naek online @CeritaTranspOL
silpez,"some of my online driver for the past 2 weeks , kalian awesome . Tanpa kalian , apalah aku ini . Prok prok prok @CeritaTranspOL"
icalllll_,Kalo ini gimana ?
igo_guntur,"@e100ss kasian order angkutan online di cegat sama preman JMP , meskipun penjemputan d seberang JMP akhirnya ga jadi naik . Hukum jalanan .."
CeritaTranspOL,"Terima kasih telah berbagi cerita hari ini . Kita bisa melihat cerita dari sisi driver dan rider . Kebijakan terbesar kembali ke kalian masing -masing . 

So , sama -sama saling menguntungkan aja ya guys . Selamat malam !"
shelzy_,Sama .. kemaren malem dr lotte kuningan cari ubermotor semua driver langsung nanya 'tujuan kemana ?' Emang tujuan jauh & bayar pake CC dan yah akhirnya pd cancel . sampe sejam ga ada yg mau . akhirnya ada jg yg td sempet cancel kemudian berbaik hati ambil orderan @CeritaTranspOL
diptraa,"@CeritaTranspOL Sabtu lalu pesen taksi online di depan mall Malang Town Square . Begitu mobil datang kemudian saya akan masuk ke mobil , tiba -tiba mobil digruduk oleh tiga orang oknum dari perkumpulan angkot . Mobil diminta menepi di sisi seberang jalan ."
IKO__OIK,"Sempet pake Uber di Penang , sopirnya pas masuk mobil ngeliatin kayak curiga gitu . Pas sadar kalo gue waras dia nanya , kok ratingnya bisa kecil sih (padahal 4 .3 an ), takutnya kamu penipu . Gue jawab aja , kalo di Jakarta , mitra Ubernya galak2 aka susah kasih rating 5"
pengendarabesi,"lebih baik ga usa ngasih sama sekali sih klo ga bintang 5 , rate 1 -4 itu sama aja nurunin rate pada driver diaplikasi . yg bikin naek cmn klo dapet bintang 5 @CeritaTranspOL"
sundaasli,"Dulu di Tangerang kalo pake promo , tetep stabil di 4 .7
Di Jakarta bisa turun ke 4 .2
Padahal bayarnya sama sama full kayak sebelum promo"
rockadocta,"Cair seminggu sekali , hari rabu atau kamis gitu gue lupa ..."
rockadocta,"Beneran sih , kalo rider ratingnya di bawah tiga biasanya RESEH !!! Catet ya .. Biasanya ... Ga semua .."
rockadocta,"As a driver , gue memilih tidak mengambil penumpang dengan rating di bawah 3 , but please jangan menggeneralisir rating turun gegara pake cc ;)"
HeyItsSarah__22,Balikpapan juga . Gk pake atribut .
lailiycahya,di Malang juga . sabtu kmaren gitu .. di sekitar terminal arjosari . ada mas2 ojol ktpnya ditahan terus disuruh bayar 150ribu sama bapak2 yang duduk di sebelah saya yang katanya korlapnya situ emang . kasian masnya
mz_heroe,"Hati2 di terminal Purabaya , dua pentil bisa dicabut"
rockadocta,Dari sudut pandang driver nih @CeritaTranspOL ;)
sihargeol,"Rating di bawah 4 tu , ibarat sekolah , ga naik kelas . Wkwkwk ... 
Hal lain , driver mikir keras , ini jangan2 order fiktif ?"
CeritaTranspOL,"Kasus di luar negeri , driver bisa nolak ambil request penumpang . Tapi sejauh ini nampaknya belum ada yang share cerita serupa ke kami ."
irhamsalman,"Enak banget itu , kalau di Bandung pemerintah sama sekali nggak mendukung . Ojol ga ada yang berani pake atribut / jaket . Ngumpet -ngumpet semua"
in_makiy,"Kalo di rs kariadi semarang , gofod gak boleh nganterin makanan nyampe ke dalem rs , cuma boleh di luar , meskipun nganterin makanan buat pegawai rs ."
IKO__OIK,Padahal ini poin kuatnya Uber bisa bayar non -cash aka pake CC . Kalo pake cash sih naik taksi konvensional aja ga usah nunggu tinggal cari di jalan ~~
CeritaTranspOL,Semacam balas dendam secara halus ~
adity4riky,Pernah rating turun drastis (mungkin dikasih 1 sama drivernya ). Hanya gara -gara dpt tarif promo . Padahal ngasih nya ttp tarif normal
kisekidaiki__,"Enak banget itu . Bandung banyak zona merah jadi susah mau order ojol ...mana rumah di komplek . Kl pake opang , itu dari rumah ke gerbang komplek mahal bgt ampe 10 rebu . Padahal deket tp kl jln kaki cape . Opang juga ga prnh ngasih helm buat keselamatan . Makin kesel dah ."
CeritaTranspOL,"Harusnya dijawab : Mas , kita belum menikah ..
*eh gimana *
"
Yudhis_RS,@CeritaTranspOL perjalanan tersingkat
CeritaTranspOL,Mimin pernah pengalaman naik Uber dengan cash selama belasan hari . Rating jadi membaik . Silakan dicoba jika dirasa jadi solusi .
CeritaTranspOL,Ngumpet -ngumpet ..
yonpurba,"Kekuatan forcenya makin terasa bulan Desember ini . Semoga menjadi salah satu yang beruntung dapat diantar oleh Gojedi !
@CeritaTranspOL @DriverGojekPro"
klaselia,Penumpang yg tertukar @CeritaTranspOL
CeritaTranspOL,"Seharusnya sih tidak bisa yah ..

Teman -teman driver ada yang bisa bantu jawab ?"
CeritaTranspOL,Good news ?
CeritaTranspOL,Teman -teman driver ada yang bisa bantu jawab ?
bayuresa,Saya merasa ternoda . Mungkin dikira jogja ke palembang cukup lima menit kali . Udah diancem dilaporin ke kantor ojolnya pula . Dibilang kalo gak niat kerja mending di rumah aja pula . Akhirnya ditelfon saya baca sholawat aja lah .
yonpurba,@Uber_IDN sudah saatnya menghadirkan tombol cancel + reason . Asked by driver . Itu chat udah bisa ditracing . Atau biaya cancel itu hrs ada proses penyelesaian . Jangan sampe perusahaan mendapatkan uang yang seharusnya adalah hak customer sepenuhnya .
liperpuul,"Sama sih ini , Rabu kmaren jemput istri di Gubeng tengah malem . Ditanyain opang yg mangkal gue ojol bukan ? Gue jwb bukan , untung dia ga interogasi lebih jauh . Denger dari obrolan emang kalo ojol  up disitu harus setoran 6rb per  up ke opang situ ."
hanmula,"Gw kalo dobel order 2 app ojol ga pernah suruh cancel , kasian sama mamangnya , suruh jalan tanpa gw aja . Kasian mamangnya @CeritaTranspOL"
tha_retha,@CeritaTranspOL Hari ini 3x naik ojek online . Dan ini kisahnya ...
RiswanMarbun,"Pembayaran non tunai Uber memang menarik dibahas dari sisi operator atau customer , namun blm tentu dr sisi driver ."
CeritaTranspOL,Namanya juga usaha ..
tikawidianingsi,Ojek daring @gojekindonesia @GrabID ga ada niatan buat inovasi tambahan buat partner kondangan gitu ? Kira -kira namanya gondang (go kondangan ). Biar ga awkward amat di kondangan sendirian . @CeritaTranspOL
CeritaTranspOL,"Beberapa bulan lalu , partner mimin yang dari Thailand dan Malaysia takjub sama aplikasi transpol di Indonesia . Mereka bilang semacam kantong ajaib Doraemon . Bisa ride , pesan makanan , panggil teknisi kendaraan , beli belanjaan , hingga panggil terapi pijat ."
